index,participant_code,utterance
6189,wright04a,"They In the scullery,."
6190,wright04a,but she didn't.
6191,wright04a,Nope.
6192,wright04a,something.
6193,wright04a,Slipper.
6194,wright04a,Like Super.
6195,wright04a,He was Yes.
6196,wright04a,And you can see Shows the.
6197,wright04a,OK.
6198,wright04a,Carriages.
6199,wright04a,"as they say, You didn't go to school?"
6200,wright04a,No.
6201,neural6-1,OK.
6202,neural6-1,Once there was a gentleman.
6203,neural6-1,"And he lived with his wife,."
6204,neural6-1,and they had a lovely little girl.
6205,neural6-1,"But unfortunately, the wife died."
6206,neural6-1,"And over the course of time, the man was lonely,."
6207,neural6-1,so he met another woman.
6208,neural6-1,"that he wanted to marry,."
6209,neural6-1,and this woman had 3 daughters.
6210,neural6-1,"He brought her to his home,."
6211,neural6-1,and he introduced her to his daughter.
6212,neural6-1,And the 3 daughters and the.
6213,neural6-1,"and the mother were very, very richly dressed, and really at that time, so was his daughter."
6214,neural6-1,"Uh,."
6215,neural6-1,"as time went on,."
6216,neural6-1,"and he married, he married this woman,."
6217,neural6-1,"and they were all living together, um, It became apparent that the mother, who of course was the stepmother."
6218,neural6-1,"of Cinderella, was favoring her daughters quite a bit more than uh."
6219,neural6-1,than she was.
6220,neural6-1,The man's daughter.
6221,neural6-1,"In fact, the daughter had the, the man's daughter had to do so much work."
6222,neural6-1,And had.
6223,neural6-1,"and ended up spending her nights by the fireplace instead in bed,."
6224,neural6-1,"so she was covered with ashes from the fireplace,."
6225,neural6-1,so they started to mock her.
6226,neural6-1,and calling her Cinderella.
6227,neural6-1,"The stepsisters were unkind, mean, nasty,."
6228,neural6-1,and basically made Cinderella's life very unpleasant.
6229,neural6-1,In the kingdom where this family lived was a king.
6230,neural6-1,"who had a son, who was a very handsome prince."
6231,neural6-1,The son was not yet married.
6232,neural6-1,and didn't haven't really found anybody that he was interested.
6233,neural6-1,"in marrying,."
6234,neural6-1,"so the king decided to have a ball to introduce his son to all the ladies in the land,."
6235,neural6-1,"that he could find someone to marry, cause the king was very anxious for his son to be married."
6236,neural6-1,So they send out invitations to everyone in the whole kingdom.
6237,neural6-1,"The invitation came to the house of our, of our hero family,."
6238,neural6-1,"and they, um They received the invitation, and everybody is ecstatic,."
6239,neural6-1,"and the daughters, the stepdaughters go around, uh, no, sorry, the stepsisters go around."
6240,neural6-1,"and try to find all the most beautiful things to wear, and Cinderella,."
6241,neural6-1,"of course, is really wanting to go to the ball too, and ,."
6242,neural6-1,but the stepsisters mock her.
6243,neural6-1,and tell her.
6244,neural6-1,that there's no place.
6245,neural6-1,"for someone like her at the ball, she will have to stay home,."
6246,neural6-1,while they wear all their beautiful clothes.
6247,neural6-1,and go out to the ball.
6248,neural6-1,She's not happy about this.
6249,neural6-1,And she uh spends some time talking to her animal friends about how sad she is.
6250,neural6-1,and how much she wishes she could go to the ball.
6251,neural6-1,So the evening.
6252,neural6-1,"of the ball comes, and the stepmother."
6253,neural6-1,"and the stepsisters, I honestly don't know."
6254,neural6-1,if the father went to the ball or not.
6255,neural6-1,"He may have, but he, but anyway, probably did."
6256,neural6-1,"So they all left to go to the ball,."
6257,neural6-1,"and Cinderella is just feeling desperately sad, and , and , so ,."
6258,neural6-1,so feeling so bad about not being able to go.
6259,neural6-1,And all.
6260,neural6-1,"of a sudden, She realizes there's somebody in the room with her there."
6261,neural6-1,"And she's, who is this person?"
6262,neural6-1,Who are you?
6263,neural6-1,"And the woman says, I am your fairy godmother."
6264,neural6-1,And I'm going to help you go to the ball.
6265,neural6-1,"Well,."
6266,neural6-1,"of course, Cinderel's thrilled."
6267,neural6-1,"so the fairy godmother finds a pumpkin,."
6268,neural6-1,"and changes the pumpkin into a coach, finds rats,."
6269,neural6-1,"and changes the rats into the horses, finds some mice,."
6270,neural6-1,"and makes the mice into the coachman and the footman,."
6271,neural6-1,"and they're all elegantly dressed, it's all beautiful,."
6272,neural6-1,and then Cinderella stands there.
6273,neural6-1,"in her rag saying, I can't go to the ball, I can't go living like this, and the fairy godmother."
6274,neural6-1,"Does her magic, Cinderella spins around,."
6275,neural6-1,"and when she comes back, she is all beautifully dressed in this beautiful, gorgeous ball gown, and has on the most amazing slippers, which In ancient French, were the same which were fur, which is the same homophone word as glass,."
6276,neural6-1,"so it was, it became an English glass, so these were glass slippers."
6277,neural6-1,"that she wore,."
6278,neural6-1,and which sounds really uncomfortable.
6279,neural6-1,"Anyway, she went to the ball in her beautiful coach."
6280,neural6-1,The minute she walked?
6281,neural6-1,"in , everybody is whispering?"
6282,neural6-1,and wondering who in the heck is this?
6283,neural6-1,They've never seen her.
6284,neural6-1,"before , they have no idea who she is."
6285,neural6-1,"The, the her stepmother."
6286,neural6-1,"and her stepsisters are stunned by the beauty of this young woman, and , and ,."
6287,neural6-1,"and think they probably need to go make friends with her and ,."
6288,neural6-1,"and see what's going on, but The prince,."
6289,neural6-1,"of course, has his head completely turned."
6290,neural6-1,And he practically falls.
6291,neural6-1,in love at first sight.
6292,neural6-1,"He asks her to dance, they dance together."
6293,neural6-1,"He doesn't dance with anybody else the rest of the ball, which makes people very, very green with envy."
6294,neural6-1,"And he, uh, 00, I need to go back to the fairy godmother."
6295,neural6-1,"because she said, Something very important to Cinderella."
6296,neural6-1,"before she left, she said, you must return home, must leave the ball."
6297,neural6-1,"before the clocks finished striking 12,."
6298,neural6-1,because then everything will go back to the way it was.
6299,neural6-1,So Cinderella was always kind of conscious.
6300,neural6-1,"of this, thought."
6301,neural6-1,that she was dancing.
6302,neural6-1,"and having a wonderful time,."
6303,neural6-1,but she always wanted to pay attention to what time it was.
6304,neural6-1,"Well, they had this one wonderful waltz,."
6305,neural6-1,"and they were waltzing around the room together, and , and it was just absolutely beautiful when she heard the clock strike."
6306,neural6-1,"Oh, she knew she had to get out of there right away,."
6307,neural6-1,so she ran.
6308,neural6-1,Away.
6309,neural6-1,without trying to say anything to the prince.
6310,neural6-1,"The prince is shocked, he doesn't know what's going on, he follows her,."
6311,neural6-1,"and she runs down the stairs, and ,."
6312,neural6-1,"and he's trying to, to catch her,."
6313,neural6-1,but he knows she has to get away.
6314,neural6-1,before everything changes back to the way it was.
6315,neural6-1,"And she,."
6316,neural6-1,"as she runs down the stairs, she leaves one of her glass slippers behind."
6317,neural6-1,"She runs out into the street,."
6318,neural6-1,"and whew, the clock finishes striking 12, and everything's back."
6319,neural6-1,"She's back to pumpkin and rats and mice, and she's back to her rags,."
6320,neural6-1,so she goes home.
6321,neural6-1,"The next day, the stepsisters."
6322,neural6-1,"and the stepmother were raving about the ball,."
6323,neural6-1,"and telling all kinds of stories about how wonderful the stepsisters were,."
6324,neural6-1,"and how many men were following them around, including the prince, except then they started kind."
6325,neural6-1,of talking about this young woman who was dancing with the prince and kind.
6326,neural6-1,"of monopolizing his time, and they were really annoyed."
6327,neural6-1,When all of a sudden the rest.
6328,neural6-1,of the um the the kingdom hears this amazing news.
6329,neural6-1,that the prince needs to find the owner of the glass slipper.
6330,neural6-1,"And he takes I guess it's his, his, uh, his, uh, major gentleman."
6331,neural6-1,in waiting takes the pillow.
6332,neural6-1,"that takes the glass slipper around on a pillow,."
6333,neural6-1,and has every woman.
6334,neural6-1,"in the land turn it, try it on."
6335,neural6-1,"Now this isn't the Disney version,."
6336,neural6-1,"in many versions, the stepsisters can't,."
6337,neural6-1,"of course, put their feet into the slippers,."
6338,neural6-1,"so they cut off their toes,."
6339,neural6-1,"and they cut off their heels,."
6340,neural6-1,and there's all kinds of stories like.
6341,neural6-1,"that , which I would just."
6342,neural6-1,as soon not get into.
6343,neural6-1,"But eventually, there is Cinderella in her rags, covered with cinders, dirty, dusty."
6344,neural6-1,"Her hair a mess, and the uh gentleman."
6345,neural6-1,of the princess gentleman holds out the pillow with the glass slipper on it.
6346,neural6-1,"She not only slips her foot into the glass slipper,."
6347,neural6-1,"but has the other glass slipper for some reason,."
6348,neural6-1,and puts that on too.
6349,neural6-1,The prince shows up.
6350,neural6-1,"The stepsisters faint, the stepmother faints."
6351,neural6-1,"The prince whisks her away to the castle,."
6352,neural6-1,"and they get married and with all kinds of fanfare,."
6353,neural6-1,and they live happily ever after.
6354,neural6-1,The end.
6355,90-1,"OK, so this is the story of Cinderella, who um was an only child."
6356,90-1,"Her father was a widower,."
6357,90-1,"and he met, um, a woman who already had two children."
6358,90-1,"So they got married, um,."
6359,90-1,"and became a family,."
6360,90-1,"but then Cinderella's father died,."
6361,90-1,"and Cinderella was then made to be the, um, She wasn't really a sister in the family or daughter, she was more of a servant to the family, and Cinderella, her only friends were um these animals uh that were."
6362,90-1,"Where they lived at,."
6363,90-1,and one day there was a A ball.
6364,90-1,that was going to happen.
6365,90-1,Uh there was a prince.
6366,90-1,"and his father wanted him to find a bride, so he planned a ball for um his son, the prince,."
6367,90-1,"and then invitations were sent out to, you know, all the eligible girls in the area."
6368,90-1,"And when the invitation came, Cinderella found out."
6369,90-1,that she wasn't going to be invited.
6370,90-1,"Um,."
6371,90-1,"but she put together, actually, I think she put together the dress."
6372,90-1,"and decided she was gonna go to the ball too, so she made her own dress, put it together,."
6373,90-1,"and then when she was ready to go, the stepsisters told her nose."
6374,90-1,"that she couldn't,."
6375,90-1,and they started to rip apart her dress.
6376,90-1,and so it was left in tatters.
6377,90-1,"and they went to the ball without her, um,."
6378,90-1,and she started to cry.
6379,90-1,"and Um, her fairy godmother appeared."
6380,90-1,and told her.
6381,90-1,"that she was gonna go to the ball, so I believe she turned some of the animals and objects that were there in her home into um a pumpkin carriage."
6382,90-1,and told her she could go to the ball.
6383,90-1,She um gave her glass slippers.
6384,90-1,The only problem was is.
6385,90-1,"that at midnight when the clock struck midnight, she was gonna Um, everything was gonna go back to the way it was, so she went ahead."
6386,90-1,"and went to the ball, had a great time."
6387,90-1,"Prince saw her, fell in love with her,."
6388,90-1,"and um, Then all of a sudden the clock struck 12."
6389,90-1,and so she started to to run.
6390,90-1,because she knew what was gonna happen.
6391,90-1,And um.
6392,90-1,"as she was running, one of her slippers fell off."
6393,90-1,"and then Um, The slipper was used to find Cinderella,."
6394,90-1,and so there was somebody from the castle.
6395,90-1,"that was going to all the different homes,."
6396,90-1,"and everybody was, all the girls, all the women were trying on the the slipper,."
6397,90-1,and they went to her home.
6398,90-1,"and she was locked away, um."
6399,90-1,but her little Animal friends slipped her a key and she was able to get out and she was able to put on the slipper.
6400,90-1,"and found out that yes, she was the one."
6401,90-1,"that the um prince had fallen in love to love with,."
6402,90-1,and they lived happily ever after.
6403,capilouto07a,"Once upon a time in a land far away, a man lived with his pretty young daughter."
6404,capilouto07a,His wife had died.
6405,capilouto07a,One day he met a woman.
6406,capilouto07a,and decided.
6407,capilouto07a,that he would marry her.
6408,capilouto07a,"She had two daughters of her own,."
6409,capilouto07a,"and she didn't look like a very pleasant person,."
6410,capilouto07a,"but he was besotted, I guess,."
6411,capilouto07a,and he married her.
6412,capilouto07a,And so they all came to live together.
6413,capilouto07a,"and unfortunately, his daughter, Cinderella was treated rather shabbily by the stepmother and the stepsisters."
6414,capilouto07a,She was made to do all the housework.
6415,capilouto07a,"and she was, she was made to, you know, take care of everything and her only friends were the mice and , um, and ,."
6416,capilouto07a,and so she was living a rather miserable existence.
6417,capilouto07a,"In the meantime, in the castle in the distance lived a king who wanted his son to get married."
6418,capilouto07a,"He said, OK, it's time, you need to find a wife."
6419,capilouto07a,So they decided to have a ball.
6420,capilouto07a,and they sent out invitations all over the land for people to come to the ball.
6421,capilouto07a,"Of course, the stepmother got the invitation."
6422,capilouto07a,and was simply thrilled.
6423,capilouto07a,All the girls were very excited.
6424,capilouto07a,Surely one.
6425,capilouto07a,of them was going to get to marry the prince.
6426,capilouto07a,"and they got all this finery, and the night."
6427,capilouto07a,of the ball came.
6428,capilouto07a,and Cinderella put on a pretty dress.
6429,capilouto07a,that the mice had somehow arranged for her.
6430,capilouto07a,"And , uh, they told her, no, you can't go, you stay home."
6431,capilouto07a,So they went off to the ball.
6432,capilouto07a,Cinderella was rather dejected?
6433,capilouto07a,and she went out in the garden?
6434,capilouto07a,and there was a fairy godmother?
6435,capilouto07a,"and she said, What's the matter, Cinderella?"
6436,capilouto07a,"And Cinderella said, well, I want to go to the ball, I can't go to the ball."
6437,capilouto07a,"The fairy godmother said, I will arrange."
6438,capilouto07a,for you to go to the ball.
6439,capilouto07a,She waved her magic wand.
6440,capilouto07a,and dress turned into a beautiful ball gown.
6441,capilouto07a,She waved it again.
6442,capilouto07a,"The pumpkin turned into a coach,."
6443,capilouto07a,and the mice became the horses to carry her to the ball and possibly a footman.
6444,capilouto07a,So she went to the ball.
6445,capilouto07a,and the prince was smitten with her.
6446,capilouto07a,and danced with her.
6447,capilouto07a,"Oh, the, the fairy godmother had told her she had to be home by midnight."
6448,capilouto07a,So now she's dancing with the prince.
6449,capilouto07a,"and she hears the clock start to strike, so she realizes she has to leave."
6450,capilouto07a,01 of the pieces of finery the fairy godmother provided was a pair of glass slippers.
6451,capilouto07a,"So she runs away from the prince, runs down the steps, in the course."
6452,capilouto07a,"of running down the steps, steps out of one."
6453,capilouto07a,"of her glass slippers, leaves it behind, runs to the coach, and ,."
6454,capilouto07a,and goes home.
6455,capilouto07a,"Now the prince is left with only a glass slipper and a memory of this gorgeous young woman,."
6456,capilouto07a,and he decides to go throughout the land.
6457,capilouto07a,and try to find her.
6458,capilouto07a,Whoever will fit in the slipper will be his bride.
6459,capilouto07a,"So he goes around, he gets to the house where the, where Cinderella lives,."
6460,capilouto07a,"and um, The wicked stepsisters can't fit in the shoe,."
6461,capilouto07a,"although they try,."
6462,capilouto07a,"of course the shoe fits Cinderella,."
6463,capilouto07a,and so he's found his princess.
6464,capilouto07a,and they get married.
6465,capilouto07a,"and live happily ever after,."
6466,capilouto07a,and you know it's a fairy tale.
6467,229-1,"at OK, um, well, Cinderella was, uh, living with, I think there are two mean sisters."
6468,229-1,"and all the sisters are getting ready to go to the ball and no Cinderella, you can't go, you're ugly, you're terrible, um."
6469,229-1,"She Somehow, I don't remember exactly how um came across her very godmother who waved her magic wand."
6470,229-1,and Cinderella suddenly has a beautiful gown on and the carriage to take her to the ball.
6471,229-1,But the caveat is you gotta be home by midnight.
6472,229-1,"So she goes to the ball, has a wonderful time, dances with the handsome prince,."
6473,229-1,and The two sisters are the siblings are looking.
6474,229-1,"on thinking this is terrible, she can't do this."
6475,229-1,"Um Suddenly realizes the time races to get to the carriage to take her back by midnight, loses a slipper along the way,."
6476,229-1,and the prince searches the kingdom for.
6477,229-1,"The person that Fits the slipper, and she eventually,."
6478,229-1,"or he, rather eventually finds Cinderella slipper fits."
6479,229-1,and They both live happily ever after.
6480,227-1,"Cinderella, um, Come to their house."
6481,227-1,Um she is Not treated well.
6482,227-1,"The 2 steps, she's got 2 stepsisters."
6483,227-1,"Um, They learn of the ball, and they Stepsisters."
6484,227-1,"Um, are getting ready,."
6485,227-1,that and Pendel obviously cannot go.
6486,227-1,And The godmother.
6487,227-1,that she's looking out the window.
6488,227-1,"and it looks like she, well, she's She's disappointed."
6489,227-1,"that she can't go,."
6490,227-1,"and then the very godmother shows up and It's um Beautiful dress, beautiful white dress, and um of course, a carriage."
6491,227-1,And she's at the ball.
6492,227-1,and she's um she meets the prince.
6493,227-1,"and she she dances with the Prince, and then um Just being back."
6494,227-1,"I don't remember seeing it in there,."
6495,227-1,"but you know,."
6496,227-1,"like 12 starts 12, she's got to be back home."
6497,227-1,"Um, In the process."
6498,227-1,"of running to get back to the garage to get home, she loses her glass."
6499,227-1,And um behind it.
6500,227-1,"And then they go To try to find the person who it belongs to,."
6501,227-1,"and they Uh, we try it on the stepsister that on it."
6502,227-1,"and they try it on Cinderella,."
6503,227-1,"and it does, and uh the answer."
6504,227-1,"but happily ever after, I think."
6505,65-1,"OK, don't remember that many details about Cinderella,."
6506,65-1,that she lived in a house.
6507,65-1,She was sort of a stepdaughter.
6508,65-1,and was always forced to do the housework around the house.
6509,65-1,"and there were some, um, I don't know whether they were stepsisters or whatever."
6510,65-1,that were treated much better.
6511,65-1,than she was.
6512,65-1,"Um, at some point she She gets to go to a ball."
6513,65-1,and meets Prince Charming.
6514,65-1,And there was something about her shoe where.
6515,65-1,"If she fit in the shoe, she."
6516,65-1,Ended up with the prince or something like.
6517,65-1,"that All right, thank you."
6518,65-1,"and I don't have a whole lot of details there big memory of Cinderella,."
6519,65-1,but I assume she lived happily ever after.
6520,271-1,"Oh, OK."
6521,271-1,OK.
6522,271-1,"The Cinderella, who lives with her stepmom and two stepsisters, um, Cinderella is more or less sort of relegated."
6523,271-1,to doing housework and whatnot.
6524,271-1,She's certainly not treated on equal terms as a two stepsisters.
6525,271-1,Someone comes around.
6526,271-1,"Invite Um,."
6527,271-1,and there's a stepmom of Cinderella's.
6528,271-1,"There's an announcement, a public announcement."
6529,271-1,"that 's made about a grand ball or whatever, and her two sisters are very excited."
6530,271-1,That they're going.
6531,271-1,to go.
6532,271-1,"Cinderella is told by her stepmom, she's she's not allowed."
6533,271-1,to go.
6534,271-1,Um.
6535,271-1,"So, steps is the very excited gowns they're gonna wear."
6536,271-1,They get dressed.
6537,271-1,to go.
6538,271-1,"to go to the ball, and Cinderella is very sad, crying, um,."
6539,271-1,but then her fairy dog mother shows up.
6540,271-1,"Um,."
6541,271-1,And she tells Cinderella.
6542,271-1,that she can go through the ball.
6543,271-1,that she has to be back by 12 midnight.
6544,271-1,Cinderella space when she doesn't have a gown or whatever transportation very stepgrandmother.
6545,271-1,"So I guess that 's a wand, turns a pumpkin into a carriage, the mice into horsemen."
6546,271-1,"Cinderella has a beautiful gown, goes."
6547,271-1,"to the ball, have a great time."
6548,271-1,No one really knows who she is.
6549,271-1,and she's having such a great time.
6550,271-1,"that she forgets about her, her curfew,."
6551,271-1,if you will.
6552,271-1,"And when the clock strikes 12, she runs."
6553,271-1,"Out of the ballroom, she's had a fantastic time with Charming Prince."
6554,271-1,"um,."
6555,271-1,"but on her way out, she loses a slipper."
6556,271-1,Is.
6557,271-1,"that everything turns back, the horseman turns back into the mice, the pumpkin,."
6558,271-1,and The prince is not trying.
6559,271-1,to find this young lady who he got.
6560,271-1,to meet.
6561,271-1,"No one knows who she is, who he wants."
6562,271-1,"to So he takes the slipper around from house to house, gets to Cinderella's house, and of course her stepsister's high on the slipper,."
6563,271-1,but it doesn't fit.
6564,271-1,They want.
6565,271-1,to know they're not anyone else.
6566,271-1,"There's one, but oh, she wasn't there,."
6567,271-1,but Cinderella comes up.
6568,271-1,Her her foot fits into the slippers.
6569,271-1,And it's.
6570,271-1,like I have a happily ever after.
6571,capilouto09a,"OK, this is the story of Cinderella."
6572,capilouto09a,She finds a magic shoe.
6573,capilouto09a,"But that, She turns back to, uh, Well, she has a deadline."
6574,capilouto09a,"If she doesn't, Get home by a certain time."
6575,capilouto09a,"I'm not familiar with the, that familiar with the Cinderella story."
6576,capilouto09a,But I think she gets back in time.
6577,capilouto09a,And then she marries a prince.
6578,neural17-1,Mm.
6579,neural17-1,"So Um, Well, I know the gist of it, uh, but not every detail."
6580,neural17-1,"So, um, Cinderella had, has two stepsisters, um, and I'm not sure if her father is a prince or a prominent person,."
6581,neural17-1,"but , um, Uh, the stepsisters get favored, um, All the time by the stepmother."
6582,neural17-1,"and Cinderella, in effect, has to serve them, wait."
6583,neural17-1,"on them, clean the house, do all the heavy lifting."
6584,neural17-1,while the two sisters don't have to do anything.
6585,neural17-1,"And then they get invited to a ball, uh, a dancing ball, and , um, they're all excited."
6586,neural17-1,and it looks.
6587,neural17-1,"like Cinderella had a dress to wear, um,."
6588,neural17-1,and was planning.
6589,neural17-1,"on going to the ball,."
6590,neural17-1,but it looks.
6591,neural17-1,like they took the ribbon off of her dress.
6592,neural17-1,Which I don't remember.
6593,neural17-1,"Um, I thought she didn't have anything."
6594,neural17-1,"That she wasn't expected to go,."
6595,neural17-1,"but um from the book, it looked."
6596,neural17-1,"like they, she had found something to wear."
6597,neural17-1,"Uh,."
6598,neural17-1,"but anyway, so the stepsisters went without her thinking Cinderella was not going to go and ,."
6599,neural17-1,and um a fairy godmother came.
6600,neural17-1,and helped Cinderella with a beautiful dress and a fantastic.
6601,neural17-1,carriage.
6602,neural17-1,that she turned into from a pumpkin and mice.
6603,neural17-1,that turned into horses.
6604,neural17-1,"and Um, she goes in this grand style to the ball,."
6605,neural17-1,of course the prince likes her the best and dances with her the most.
6606,neural17-1,"And then she's gotta leave suddenly at noon, at midnight."
6607,neural17-1,"because her fairy godmother said, you can have all this, but it's only good until midnight and then be home by then."
6608,neural17-1,because everything is going to go away.
6609,neural17-1,"The horses turned back into mice, the carriage turns into a pumpkin,."
6610,neural17-1,and you are going to have your regular clothes.
6611,neural17-1,on So she leaves at midnight and the prince is heartbroken.
6612,neural17-1,And in the course.
6613,neural17-1,"of her running away to make it by midnight, she drops one of her glass slippers."
6614,neural17-1,and uh the prince gets it.
6615,neural17-1,And um So then the prince has his men search high and low for every woman.
6616,neural17-1,that Who can try this glass slipper and uh that 's how he finds her.
6617,neural17-1,So it only fits her foot.
6618,neural17-1,So she tries it.
6619,neural17-1,and then the princes identified her.
6620,neural17-1,and they get married.
6621,neural17-1,and they live happily ever after.
6622,capilouto11a,"OK, in this,."
6623,capilouto11a,"in this story, uh, Cinderella, uh, it begins with Cinderella as a little girl."
6624,capilouto11a,She's in the home.
6625,capilouto11a,"of her father, um, she has a, a, uh, little puppy dog who's her friend."
6626,capilouto11a,"Uh, her father is, uh, remarries to, um, uh, to a woman who has two young girls of her own."
6627,capilouto11a,"Um, the, uh,."
6628,capilouto11a,"and the story starts with , with the, that new family coming together."
6629,capilouto11a,"Um, the stepmother, uh, turns out to be a rather, uh, unlikable character here."
6630,capilouto11a,"She doesn't really care for her new stepdaughter, um, that 's actually the last time we see the father."
6631,capilouto11a,"So presumably the father disappears somehow, he dies or ,."
6632,capilouto11a,"or something happens, so he's removed from the, the family."
6633,capilouto11a,"Um, the rest of the, the rest of the discussion kind."
6634,capilouto11a,"of focuses on, her story focuses on the interactions."
6635,capilouto11a,that happened there.
6636,capilouto11a,"Um,."
6637,capilouto11a,"as Cinderella is growing up, her stepmother."
6638,capilouto11a,"and the, uh, stepsisters, uh, abuse her and ,."
6639,capilouto11a,"and really use her as a, as a servant for the family."
6640,capilouto11a,"Um, Cinderella is, uh, is, is a very, is a good hearted, good natured, uh, young woman."
6641,capilouto11a,"She, she takes it all."
6642,capilouto11a,"in stride, tries to do her best in , in , uh, her new place within this family."
6643,capilouto11a,"Um, the stepmother."
6644,capilouto11a,"and stepsisters really never, never develop any affinity for her,."
6645,capilouto11a,"but Cinderella, uh, develops a fondness for many animals, including her dog, but then also mice and , uh, uh, other animals in the, uh, in the environment of her, of her home."
6646,capilouto11a,She happens to live very close by to the castle.
6647,capilouto11a,and sees the castle every day looking out the window and dreams of all the wonderful things.
6648,capilouto11a,that happened.
6649,capilouto11a,"that place, uh, but it's, uh, clearly outside of her reach."
6650,capilouto11a,"Uh, one day the chancellor and other staff within the castle, um, Decide."
6651,capilouto11a,"that they have to have a ball because the young prince is at a point where he needs to select a bride to, to get married to carry on the, the, uh, the lineage of the royal family."
6652,capilouto11a,"And so they send out a notice to all of the families in town, uh, inviting, uh, uh, particularly inviting all of the young women who are of marriageable age to, uh, to come to this ball and ,."
6653,capilouto11a,"and to dance with the prince and , and ,."
6654,capilouto11a,"and possibly be, be, uh, Ask for their, their hand in marriage."
6655,capilouto11a,And so the stepmother is very excited.
6656,capilouto11a,"and wants to, 11 of her, of her two biological daughters to, to be the, to, to be the one selected."
6657,capilouto11a,and so goes on.
6658,capilouto11a,"and begins with preparations to, to, uh, Uh,."
6659,capilouto11a,for them to attend the ball.
6660,capilouto11a,"Meanwhile, Cinderella dreams of the, you know, the, uh, everything that could possibly be, uh,."
6661,capilouto11a,"in going to this ball, not even necessarily thinking."
6662,capilouto11a,"about getting married to the prince, but just what could, you know, it could be so wondrous."
6663,capilouto11a,"And , uh,."
6664,capilouto11a,but she knows she doesn't have clothing suitable or anything else.
6665,capilouto11a,"Um, And , uh,."
6666,capilouto11a,in talking.
6667,capilouto11a,"with her animal friends, uh, they decide,."
6668,capilouto11a,in particular the mice decide.
6669,capilouto11a,"that they will make her a beautiful ball dress,."
6670,capilouto11a,and so they do.
6671,capilouto11a,"And she, uh, when, when it's time to leave."
6672,capilouto11a,"for the ball, uh, Cinderella appears with a stepmother."
6673,capilouto11a,with her stepsisters dressed in this beautiful ball dress and ready to go.
6674,capilouto11a,"Uh, they're."
6675,capilouto11a,They are very angry.
6676,capilouto11a,that she would have the effrontery to actually think.
6677,capilouto11a,"that she could go to the ball, being just a poor waitstaff at this point in her life."
6678,capilouto11a,"Uh,."
6679,capilouto11a,and so they destroy her dress.
6680,capilouto11a,and tear up her jewelry.
6681,capilouto11a,"that was prepared for her, um,."
6682,capilouto11a,"and leave her crying and ,."
6683,capilouto11a,and go off to the ball.
6684,capilouto11a,At.
6685,capilouto11a,"that point, uh, Cinderella, uh, has a fairy godmother, that 's where the fairy godmother enters into the story."
6686,capilouto11a,"Um, she, She talks with Cinderella,."
6687,capilouto11a,"and Cinderella says, of course,."
6688,capilouto11a,"that she does want to go through the wall,."
6689,capilouto11a,but she has no way.
6690,capilouto11a,"of getting there, no, no clothing suitable,."
6691,capilouto11a,"and so Cinderella, uh, the fairy godmother, uh, creates a beautiful white ball dress for Cinderella."
6692,capilouto11a,"and also creates out of a pumpkin, a, a, um, A cart and , and , uh, uh, along with horses,."
6693,capilouto11a,"and , uh, I believe one."
6694,capilouto11a,"of the mice gets turned into the, the driver for the, for , for the, Card."
6695,capilouto11a,And so off she goes to the ball.
6696,capilouto11a,"Uh, she, uh, enters, uh, into the ballroom."
6697,capilouto11a,and there's one.
6698,capilouto11a,"of the, there's a beautiful, uh, young woman."
6699,capilouto11a,"Uh, the prince dances with her."
6700,capilouto11a,and they have a lovely time.
6701,capilouto11a,But she realizes.
6702,capilouto11a,"that the, uh, she recognizes."
6703,capilouto11a,that her fairy godmother told her she must leave by midnight.
6704,capilouto11a,or everything will turn back into its former state.
6705,capilouto11a,Midnight is.
6706,capilouto11a,"about to, to strike,."
6707,capilouto11a,"and so she, uh, she's running out of the palace, running down the stairs."
6708,capilouto11a,"with the chancellor chasing after her, trying to get her name to find out who she is."
6709,capilouto11a,because the prince has fallen madly.
6710,capilouto11a,in love with her already.
6711,capilouto11a,"Um,."
6712,capilouto11a,"as she's dashing down the stairs, she leaves one of her slippers, which is made of glass."
6713,capilouto11a,"Uh,."
6714,capilouto11a,but she does get away.
6715,capilouto11a,before the chancellor can get her back into the carriage.
6716,capilouto11a,"and is transported back home, at which time everything comes back to, to normal, her normal life."
6717,capilouto11a,"Her, her clothing changes back into her old clothes and the, The chariot."
6718,capilouto11a,"or the, the, uh, cart becomes a, a pumpkin again."
6719,capilouto11a,"Um, After that time, the ball is over and the prince is just enchanted with this young woman he met."
6720,capilouto11a,and he wants to know who she is.
6721,capilouto11a,"All he has to tie her to, uh, to tie this, this missing person, uh, to the person he loves is this glass slipper,."
6722,capilouto11a,"and so he, he, um, His, uh, people from his palace leave."
6723,capilouto11a,"and they, they go through, throughout the entire town trying to find the young woman whose foot could fit into this glass slipper."
6724,capilouto11a,They go from house to house.
6725,capilouto11a,and no one can fit.
6726,capilouto11a,The feet are too small or too large.
6727,capilouto11a,None can fit.
6728,capilouto11a,until he gets to Cinderella's home.
6729,capilouto11a,"Of course, uh, the stepmother would like her foot tried out, uh,."
6730,capilouto11a,"but it doesn't fit,."
6731,capilouto11a,neither do the feet of the stepsisters.
6732,capilouto11a,"Um, they're about ready to leave when, uh, they realize."
6733,capilouto11a,"that there's another young woman present in the house, Cinderella."
6734,capilouto11a,The stepmother.
